,Title,Description,Topic,Subject Area,Score,type
47807,Most Of Mitt Romney's Biggest Donors Are Sitting Out The Presidential Election,And just 10 percent of them have bothered to give to Donald Trump.,politics,news,0.8412392624692658,2 - Topic unable to be determined – subject area used instead
119982,Stop Calling the Iraq War A 'Mistake',"Calling the war a ""mistake"" is the language of denial, not contrition: it minimizes the Iraq War's disastrous consequences, removes blame, and deprives Americans of any chance to learn from our generation's foreign policy disaster.",politics,news,0.5526168590946622,1 - Topic determined by algorithm
107871,Today's Empire Builders,Empire builders appear to be back in style. They are with us today both in reality and in fantasy. They present the world with the same dilemma that has troubled victims in the past -- how does the rest of the planet deal with them.,politics,news,0.3464915830708581,3 - Topic calculated with low confidence score and no subject area available
162951,"Emily Rapp, Author Of ‘The Still Point Of The Turning World,' On Her Son Ronan, Tay-Sachs And ‘Dragon Parents'",“He was totally helpless. That makes me want to live a big life because he never got to make any decisions on his own.”,parenting,news,0.7500377800725014,2 - Topic unable to be determined – subject area used instead
17229,Undocumented Filipino Immigrant Journalist: DACA Fight Isn’t Over,“We will fight for a new -- and maybe even better -- solution. We’ve done it before.”,politics,news,0.24556204652425584,3 - Topic calculated with low confidence score and no subject area available
20141,More Than A Third Of US Adults Prescribed Opioids In 2015,The new study suggests the US needs to curb excessive opioid prescribing and improve access to pain management techniques.,healthy living,news,0.1431033275585306,3 - Topic calculated with low confidence score and no subject area available
95092,Paul Rand: The Father of Graphic Design at the Museum of the City of New York,"Perhaps the most recognizable poster created by Paul Rand is the one he made for IBM, with its clean iconic triad, the eye, the bee, with the alphabet letter M, striped to match the body of the bee, to complete the rhebus.",arts,news,0.271038145198114,
9113,Millions Of Kids Might Lose Health Care Because Congress Dropped The Ball,"Parents are scared, state officials are scrambling and Congress is about to go on vacation.",politics,news,0.8142050373103404,2 - Topic unable to be determined – subject area used instead
2048,Cary Elwes Of ‘The Princess Bride’ To Join ‘Stranger Things’  Season 3,The Dread Pirate Roberts meets demogorgons.,entertainment,news,0.5120778879271036,3 - Topic calculated with low confidence score and no subject area available
28810,"This Earth Day, I Stand For Science","When I started my career at an investment bank more than 20 years ago, I never imagined natural science, in addition to economic",green,news,0.25822305078608465,
42287,Concussions In Youth Sports: Separating Fact From Fiction,"Football icon Mike Ditka thinks concussions are enough of an epidemic to steer our children toward another, less dangerous",healthy living,news,0.4845837878058752,
121539,Why the Lack of Women in Politics?,"The main problem is that there are currently not many women holding significant positions, making it harder for young women to find role models.",college,news,0.3640017715727367,
108027,Your Compliments Are Gross And So Are You,"A victim of street harassment myself, I often wonder, If you're a construction worker in the throes of the sausagefest that IS your work site, have you offered up as many niceties to your own wife as you did to me just now?",women,news,0.659871830309163,1 - Topic determined by algorithm
3604,California Cops Fatally Shoot Unarmed Black Man Stephon Clark In His Own Backyard,"Two officers each fired 10 rounds at Clark, mistaking his cellphone for a gun.",black voices,news,0.6751515776107464,3 - Topic calculated with low confidence score and no subject area available
45035,Democratic Leaders: Republicans Who Don't Condemn Trump's 'Rigged' Election Comments Are Complicit,"“At some point, the good of the country must outweigh the instinct for political self-preservation.”",politics,news,0.3702726848417948,2 - Topic unable to be determined – subject area used instead
9016,UN Rebukes Trump’s Jerusalem Move In Overwhelming Vote,He had threatened to cut funding to countries that voted against him.,world news,news,0.2018188985530548,3 - Topic calculated with low confidence score and no subject area available
175187,Stormy Weather? Top 5 Foods to Stock Up On,"As a New Yorker living in a crowded neighborhood, I could not help but notice the long lines in the supermarkets the other day. Of course, as a nutritionist, I could not help but notice the food choices my neighbors were stocking up on.",wellness,news,0.6460165679815671,1 - Topic determined by algorithm
46269,Denzel Washington (Not The Actor) Accused Of Choking Aretha Franklin (Not The Singer),What are the chances?,black voices,news,0.6200527753316631,1 - Topic determined by algorithm
17569,These Whole Foods Products Are Now Available On Amazon,From coconut water to frozen salmon fillets.,taste,news,0.0023906314959385444,2 - Topic unable to be determined – subject area used instead
68668,HBO Ordered A Black Lives Matter Documentary After Seeing This Year's Oscar Nominees,"As harrowing instances of racially charged police brutality continue to plague the nation, Black Lives Matter and other activist",black voices,news,0.378095412334078,
163888,This Is What Full-Time Work Looks Like,"Sometimes, I have a day. You know. One of THOSE days. Where the hours fly past at a whirlwind pace and by the time the dust settles, I can't even believe everything that's happened and that DAMN, this parenting schtick is hard.",parenting,news,0.6204388998570443,
55060,Top 10 Crazy Cruise Tips For Baby Boomers #7,"Today, we continue sailing along (Hey, another cruise pun) through my crazy cruise tips to make not only your next luxury cruise more enjoyable but your entire life as well.   Quite a lofty goal, huh?",fifty,news,0.5251165394615724,2 - Topic unable to be determined – subject area used instead
151870,Bed Bath And Beyond Fire Caught On Tape By Customer (VIDEO),"""It was kinda just running up the wall and the sprinkler couldn't really keep up with it cause it was dense, all the material",business,news,0.29254715866656955,2 - Topic unable to be determined – subject area used instead
92529,Lost in the Dyson-West Debate: Obama Hasn't 'Ideologically Cheated On' African Americans,I wish Obama had gone to Ferguson and issued a stinging critique of the Grand Jury. I wish he'd raised hell after the killing of Trayvon Martin. I wish he'd make endemic racial inequality the centerpiece of his final years in office. But that Obama has never been.,media,news,0.10951733991030976,1 - Topic determined by algorithm
100227,In the Balance: The Public and the Federal Budget Deficit,"Some economists on the left argue that the deficit is not a serious threat to the health of the economy, while other experts say that projected increases show that long-term solutions need to be found. What does the public think about this debate?",politics,news,0.36019025667286864,
68215,The World's Favorite New Tax Haven Is The United States,Moving money out of the usual offshore secrecy havens and into the U.S. is a brisk new business.,business,news,0.23594737148115186,2 - Topic unable to be determined – subject area used instead
136595,Should You Run With A Cold?,From Mother Nature Network's Starre Vartan: It can be pretty frustrating: You have hit a positive groove with your workout,wellness,news,0.8003592203517346,
111269,"Attacking ISIS: Military Force, U.S. Public Opinion and the Long War on Terrorism","While the threat posed by the Islamic State to U.S. interests has been made all too clear, the shift in public opinion and its influence on the political debate in Washington over the use of military force raises important questions about the America's capacity to effectively wage the ongoing global war on terrorism.",politics,news,0.7438017611614484,1 - Topic determined by algorithm
76945,Microsoft Just Took A Step Toward Actual Gender Diversity,Soon three women will serve on Microsoft's board -- meeting the real threshold for gender diversity.,business,news,0.08458344367745763,2 - Topic unable to be determined – subject area used instead
69861,These Are The 10 Worst Habits Of Airplane Passengers,What kind of traveler are you?,travel,news,0.2418733855300779,1 - Topic determined by algorithm
29350,Seriously?! Officer Appears To Stomp On Handcuffed Suspect’s Head,"“I got cuffs on, sir!” the man points out in the video.",black voices,news,0.22408783880400207,3 - Topic calculated with low confidence score and no subject area available
35233,Mitch McConnell Marvels At The Judicial Crisis He Created,"After years of blocking Barack Obama's court picks, Republicans now have ""an excellent chance of clearing the deck of all the vacancies,"" says the GOP leader.",politics,news,0.8941015878126021,1 - Topic determined by algorithm
17379,Trump’s War On Dreamers And Other Immigrants Is A War On Social Security,"Immigrants, both documented and undocumented, provide a large portion of our social security funding.",latino voices,news,0.8217316835559056,
19251,Cuomo Wants Wealthy To Sponsor Subway. De Blasio Wants Them To Pay To Fix It.,The choice between New Yorkers paying their fair share for a world-class transit system and selling sponsorships to multinational corporations is clear.,politics,news,0.6069954032039481,
17462,"Bun B Recruits Jamie Foxx, Other Celebs To Host Harvey Relief Telethon",The telethon will air on live TV on Sept. 12.,black voices,news,0.4273046856659687,2 - Topic unable to be determined – subject area used instead
89192,Actor Vince Vaughn and Judge Andrew Napolitano Agree: Arm Our School Teachers with Guns,How many more times are we going to hear about a crazed gunman walking into a school armed and ready to kill? How many more innocent children need to die before we wake up and prepare our teachers to fight back?,politics,news,0.3912067298183577,3 - Topic calculated with low confidence score and no subject area available
150448,Justin Timberlake Lawsuit Over 'Take Back The Night' Dropped By Eponymous Organization,"Timberlake's song is the first single from his second ""20/20 Experience"" album, due Sept. 30. Before removing the organization",entertainment,news,0.7146672062342009,2 - Topic unable to be determined – subject area used instead
149486,Which Travel Credit Cards Have the Best Rewards?,"Gearing up for your summer travel plans and looking forward to racking up the rewards on your credit card? Depending on which credit card you use, you could get some serious value for your travel.",travel,news,0.9653876485672028,
180381,A Scientist with a Mohawk Inspires the Next Generation,"We paused the stream and confirmed that yes, this scientist, Bobak Ferdowsi, has a full-on mohawk. This meant so much to my somewhat apathetic-towards-science middle son. Science can be cool?",parenting,news,0.596286000301794,1 - Topic determined by algorithm
34262,Donald Trump Just Launched A War On Whistleblowers,The president is suggesting a major purge is in the offing.,politics,news,0.3640073208392021,
3971,'Am I Next?': Students Rally With Powerful Signs Against School Violence,"Signs from Washington, D.C., to Washington state called for tighter gun control and background checks.",impact,news,0.5956448630557782,3 - Topic calculated with low confidence score and no subject area available
37059,Monday's Morning Email: Trump Wants To Cut Russia Sanctions In Return For Nuclear Arms Deal,"And he called NATO ""obsolete.""",politics,news,0.7962772887943007,3 - Topic calculated with low confidence score and no subject area available
132410,How Do You Move On?,Breaking up is hard to do. But it's especially hard after you've divorced someone with a personality or character disorder.,divorce,news,0.7385714267152621,
174876,Weekend Box Office: 'Wreck-It Ralph' Takes An Early Lead With 'Flight' In Second,"Denzel Washington's ""Flight"" also saw a strong start to the weekend with an $8.2 million opening. It is on pace for a $23",entertainment,news,0.93566558185651,
20349,"FDA Proposes Reducing Nicotine In Cigarettes, Moving Smokers To E-Cigarettes",The announcement sent cigarette company stocks tumbling.,healthy living,news,0.07367312285146542,2 - Topic unable to be determined – subject area used instead
173573,Kellan Lutz & PETA: Actor Saw No Problem With Wolves At 'Twilight' Premiere,"HuffPost Entertainment caught up with Lutz at the New York screening of ""The Twilight Saga: Breaking Dawn Part 2,"" hosted",entertainment,news,0.3245743484751061,2 - Topic unable to be determined – subject area used instead
105586,The Incredible Shrinking Democratic Party,The internal sniping and bickering has already begun among Democratic ranks but it's their own damn fault. The internal debates following the 2014 midterm elections highlight the ideological schizophrenia that continues to plague the Democratic Party.,politics,news,0.8961681758146876,3 - Topic calculated with low confidence score and no subject area available
192441,8 Ways To Be Great This Spring,"If winter is the time to hunker down and be meditative, spring is the time to spring into action. If you're ready to shake off the winter blahs and the extra padding you accumulated over the past few months, take a cue from nature.",wellness,news,0.8760335436183283,2 - Topic unable to be determined – subject area used instead
165056,Where Will Your Yellow Brick Road Take You?,"I remember this guy who snapped at me in a crowded Castro bar. I felt sad for him -- sad for all of us. We were a community, weren't we? If we couldn't get along in a gay bar in the gayest neighborhood in the gayest city in North America, I thought, then where could we get along?",queer voices,news,0.7554377372182931,2 - Topic unable to be determined – subject area used instead
139480,"Pumpkin Spice: Now, With 0% Pumpkin? (VIDEO)",We can't say we're completely surprised.,food & drink,news,0.974704550908202,3 - Topic calculated with low confidence score and no subject area available
90414,"Luis Gutierrez Predicts Victory On Immigration, Even If Republicans Win In 2016",,politics,news,0.35283149986792184,1 - Topic determined by algorithm
76610,Frat Bros Who Beat Up Student Were Also Trying To Steal A Statue,"The attacked student suffered a concussion, several broken teeth, a ruptured eardrum and had a bruised lung.",college,news,0.05909369596847725,3 - Topic calculated with low confidence score and no subject area available
147241,Kindness One: A Man Who Has Little but Shares All Is Beyond Rich,"It is indeed a rare day that I am lost for words. Today was one of those days, a day that literally took my breath away. I was on the receiving end of an act of kindness that touched the deepest place in my heart. A simple, yet profound act.",travel,news,0.7484440739942352,3 - Topic calculated with low confidence score and no subject area available
124934,Throwing Away Good Water,"Folks, even if this guy is pissing out pure concentrated evil, rather than some basic minerals and organic chemicals, it's not going to have any effect on the water quality.",green,news,0.5849058187669013,3 - Topic calculated with low confidence score and no subject area available
16898,Stephen Colbert Shares 'Exclusive Look' At Steve Bannon's '60 Minutes' Interview,(Spoof) spoiler alert.,comedy,news,0.5319578722634186,
156729,Chief Keef's Child Support Payments Revealed,"According to TMZ, the ""I Don't Like"" rapper was ordered to pay $2,600 a month in child support, in addition to $500 in day",divorce,news,0.38428888609875106,3 - Topic calculated with low confidence score and no subject area available
38269,Bruce Springsteen Says Trump Is Actually Appealing To ‘Un-American’ Tendencies,"“Bigotry, racism, intolerance … they don’t go back in the bottle that easily.""",entertainment,news,0.2591369872199688,2 - Topic unable to be determined – subject area used instead
37110,These Journalists Got The NYPD To Pay More Attention To Murder In The Bronx,Al Baker and Benjamin Mueller of The New York Times spent a year writing about every murder in the Bronx's 40th Precinct. This is what they learned.,black voices,news,0.6978114164752606,2 - Topic unable to be determined – subject area used instead
49480,Is It Time For Airlines To Revive 'Rule 240'?,"If your flight is canceled, does your airline still have an obligation to get you to your destination on time? Rosemarie",travel,news,0.8303028712803215,
68051,"Quasimodo, A Rescue Pup With A Hunched Back, Now Has A Happy Foster Home","""I see nothing when I look at him but his handsome self.""",good news,news,0.07735917617790189,1 - Topic determined by algorithm
463,Amy Schumer Nails Why Meghan Markle's Fairytale Wedding Actually 'Sucks',"""Can you imagine having a worse wedding?""",entertainment,news,0.6557999791970127,
24626,Never Heard Of Boudin? You’re Probably Missing Out,Don’t be scared by the looks of it,taste,news,0.05977405973516025,
124781,"Clans, Cults and Tribes: From Family to Deaf Culture","The Berkeley Repertory Theatre, dedicated to provocation, has produced an excellent version of Nina Raine's Tribes. It might appear to be a play about an 'issue,' deafness in this instance.",arts,news,0.08904397138236042,2 - Topic unable to be determined – subject area used instead
72973,This Is What It's Like To Be LGBT In Cape Town,Your biggest queer news stories from the past week.,queer voices,news,0.7615285269495743,1 - Topic determined by algorithm
33821,I Am Not Hostile To Change,"In fact, there are some changes that I would love to see.",education,news,0.913570268806718,3 - Topic calculated with low confidence score and no subject area available
68509,Watch Selena Gomez Beat Out Ronda Rousey For 'The Bachelor' In 'SNL' Spoof,BIEBER FOR BACHELOR 2017.,sports,news,0.11209972138841028,3 - Topic calculated with low confidence score and no subject area available
29788,"Desmond Trufant Agrees To Massive 5-Year, $69 Million Contract Extension With Falcons",The NFC Champs lock up one of the league's brightest young defensive stars.,sports,news,0.051656507420824734,1 - Topic determined by algorithm
171691,Brittany Snow Looks Adorable In Polka Dots (PHOTO),...as always.,style & beauty,news,0.7226368178945431,2 - Topic unable to be determined – subject area used instead
54770,Walk Through Universal's 'Walking Dead' Attraction -- If You Dare,Theme park unveils permanent 'ride' of the temporarily dead.,travel,news,0.8318927891532428,2 - Topic unable to be determined – subject area used instead
57997,Bayer Offers To Buy Monsanto For $62 Billion,"Monsanto, which said last week it had a received an approach from Bayer but gave no details, has yet to comment on the offer.",business,news,0.40638793082704494,3 - Topic calculated with low confidence score and no subject area available
5668,"Sean Hannity Tweets, Then Deletes, Weirdly Specific Sexual Stuff About Obama Portrait","Fox News host's post claimed there was something hidden in the image, then he quickly backtracked.",media,news,0.5274596308054904,
35622,People Are Rushing To Get Critical Prescriptions Out Of Fear Over Obamacare Repeal,It’s not just long-term birth control.,politics,news,0.1269371558131812,3 - Topic calculated with low confidence score and no subject area available
108417,Mounting Israeli-Palestinians Tensions Reverberate on the Soccer Pitch,Mounting tension between Israel and Palestinians on the occupied West Bank and in East Jerusalem have spilt on to Israeli Palestinian soccer pitches in Israel proper as Israel swings towards ultra-nationalists that make Prime Minister Benyamin Netanyahu look like the best card in a bad hand.,worldpost,news,0.6608879234550138,
144027,Doctors Say Changes In Wheat Do Not Explain Rise Of Celiac Disease,It's true that about 40 years ago wheat breeders introduced new varieties of wheat that helped farmers increase their grain,wellness,news,0.763862094249445,
130500,"'RuPaul's Drag Race' Renewed For Seventh Season, Accounces Open Casting Call",Check out the casting call above and head here for more information. Be sure to check out the premiere of the show's sixth,queer voices,news,0.9802599342378582,3 - Topic calculated with low confidence score and no subject area available
152221,Jimmy Choo's Nicole Kidman Ads Are Surprisingly Stylish (PHOTOS),"PHOTOS: It's those tops and bottoms, in fact, that we love the most. The sleek ""power clothes"" (trench coat, white button",style & beauty,news,0.8725092815337688,1 - Topic determined by algorithm
100885,Formerly Homeless Teen Went From Shelter To Michelle Obama's SOTU Guest,,impact,news,0.01958615242946193,1 - Topic determined by algorithm
57713,Donald Trump Raises The Stakes For A Potential Debate With Bernie Sanders,The business mogul joked he'd do it for charity.,politics,news,0.9733462435758676,2 - Topic unable to be determined – subject area used instead
175335,Kardashian Khroma Beauty Line Threatened With Lawsuit By Chroma Makeup (UPDATED),"What? They really haven't copyrighted every word with a ""k"" sound?",style & beauty,news,0.2308591471974335,2 - Topic unable to be determined – subject area used instead
63216,What Your Movements May Reveal About How You'll Get Along With Another Person,"People who have similar personalities tend to move in the same way, scientists find.",science,news,0.783856179245747,1 - Topic determined by algorithm
116317,3 Easy Ways To Laugh More Every Day,"To every comedian who has ever given us hours of fun and laughter, I say a sincere thank you.  You have given us a great gift, one that may add years to our lives.",fifty,news,0.854834519554545,3 - Topic calculated with low confidence score and no subject area available
149258,Dreamy Dresses for a Beach-Bound Bride,Picture yourself walking down the aisle to the sound of crashing waves and the ocean breeze blowing through your veil? You've come to the right place -- these light and airy wedding dresses are fit for a beach goddess!,weddings,news,0.8800213084970508,2 - Topic unable to be determined – subject area used instead
112253,Victim Of Islamophobic Crime Dreams Of A World Without Hate,,religion,news,0.28666124648243985,
110949,GOP Congressman Warns Of The Real Social Ill Destroying American Values: Marijuana,,politics,news,0.4634131256589741,
121395,Man Takes Action After Bear Takes Control Of His Hammock,,weird news,news,0.8940113183714541,1 - Topic determined by algorithm
164213,"Guys, It's Time to Get Together With Your Fellow Man","My dad's time away with his friends was on a golf course. He never really mastered the game, but he didn't really care. That's because dad was with his guy friends, relaxing in nature, taking his frustrations out on a little white ball.",wellness,news,0.24724880342152844,
62909,HuffPost Rise: What You Need To Know On March 28,"Welcome to the HuffPost Rise Morning Newsbrief, a short wrap-up of the news to help you start your day.",politics,news,0.3863681654651999,3 - Topic calculated with low confidence score and no subject area available
137309,10 Rising Star Travel Destinations 2014,"These ten destinations are set to become a million times more exciting in 2014.  Start shopping for tickets, before everyone else finds out.",travel,news,0.4362303573557993,
152798,7 Very Good Reasons to Visit Toronto This Summer,"Today's Toronto is different than the Toronto of even a few years ago. It is more vibrant, less predictable. Flatly put, it is more interesting. If you live within driving distance -- and many Americans do -- now's a good time to take a trip up north.",travel,news,0.04735513623291288,1 - Topic determined by algorithm
199218,Five Tips for Helping Kids Handle Their Emotions,"Parents are human. We mess up, we say the wrong thing, and sometimes we let our own emotions get in the way. When this happens, we can help our kids a great deal by talking to them about what happened and how we behaved.",parenting,news,0.3223442027060178,3 - Topic calculated with low confidence score and no subject area available
102470,McDonald's Relaunches 'I'm Lovin' It' Campaign,"Here we go with the latest incarnation of the' ""I'm lovin' it"" campaign.",taste,news,0.5905858209657205,1 - Topic determined by algorithm
54374,With Tears In Her Eyes,,queer voices,news,0.039529368007812926,
55383,Why A Chunk Of Wood Is Exactly What Your Shoes Need This Summer,It's worked for centuries.,style,news,0.9298374150091872,
33254,"Jimmy Kimmel Expertly Trolls Donald Trump During Oscars, Tweeting 'U Up?'",#MerylSaysHi,entertainment,news,0.5875081616142059,
5581,"Lena Waithe's Comedy, Centered On A Queer Black Woman, Is Coming To TBS","""Queer black characters have been the sidekick for long enough, it’s time for us to finally take the lead,” she writes.",black voices,news,0.7434373859050347,2 - Topic unable to be determined – subject area used instead
70822,Korea's First-Ever Openly Gay Student Council President Discusses Why She Decided To Come Out,"""My hope is that many people in many different places are encouraged to be bold.""",queer voices,news,0.3186362989112547,1 - Topic determined by algorithm
43669,4 Reasons Why Lindsay Lohan Is Probably A Spy,"We have the receipts, Lindsay.",comedy,news,0.09782912071759486,2 - Topic unable to be determined – subject area used instead
136440,SNL's 'Guy Fieri Christmas Special' Is One Terrifying Dinner (VIDEO),"You know where we don't want to be for Christmas? At Guy Fieri's house. ""Saturday Night Live"" painted a frightening picture",comedy,news,0.2750883028270943,1 - Topic determined by algorithm
163756,Subway Font: First Edition Of The New York City Transit Authority Graphics Standards Manual (PHOTOS),"""The passenger will be given the information or direction only at the point of decision. Never before. Never after,"" reads",culture & arts,news,0.31403027619997026,3 - Topic calculated with low confidence score and no subject area available
48557,NASA Launches Rocket On Asteroid Probe Mission,The seven-year mission aims to bring back samples from the asteroid in hopes of unlocking mysteries of the origin of life.,science,news,0.8758887991003999,2 - Topic unable to be determined – subject area used instead
198928,Parenting By iPad: What Are The Rules,"An iPad is simultaneously our children's source of communication, procrastination, education and entertainment. What rules to make, then, for this hydra-headed tool?",parenting,news,0.6517118973053927,
193934,5 Extra Touches To Make Your Affair Stand Apart,"In the history of entertaining, no guest has ever pooh-poohed a host who goes above-and-beyond the call of duty. Now it's your turn",weddings,news,0.4654780547339653,3 - Topic calculated with low confidence score and no subject area available
156180,Stackable Wedding Bands Are One Of Our Favorite Jewelry Trends (PHOTOS),Love your wedding band but feel like you want to dress it up just a little bit? Here's one fun option: stackable wedding,weddings,news,0.9568346382307182,
101730,"To Mourn Charlie Hebdo, Stop Making Excuses for Terrorism","In summary, if our hearts truly bleed for the dead in Paris, then let's stop throwing out platitudes and flawed logical explanations for the slaughter and instead address the serious problem that the attacks represent -- pure, unrelenting, and unmitigated evil that must be destroyed.",worldpost,news,0.17125565450725422,3 - Topic calculated with low confidence score and no subject area available
77222,Jessica Chastain Has Pretended To Be Bryce Dallas Howard,Jessica Chastain has pretended to be Bryce Dallas Howard.,entertainment,news,0.5802142699036721,
197449,On Set With Paul Mitchell: From Our Network,"From B. Jones Style: I've spent the last few days on set with Paul Mitchell, and as you can see I'm sporting a new color",style & beauty,news,0.6447021398090214,
117581,Kicking FIFA While It's Up,"As the 2014 World Cup draws to a close, now is the time to enter an era of good governance of the world's most popular sport. That means FIFA, football's governing body, must change to ensure this beloved sport is a force for good in the world.",impact,news,0.45014439611378587,
105214,How I Earned the Privilege of Being Called 'Mommy' By Our (Adopted) Son,I stopped asking him to because it seemed more important to him not to call me mommy than it was for me to hear it.,parents,news,0.2308058088062129,1 - Topic determined by algorithm
86100,DeAndre Jordan Re-Signs With Los Angeles Clippers,DALLAS (AP) — DeAndre Jordan has backed out of a verbal agreement with the Dallas Mavericks to remain with the Los Angeles,sports,news,0.5423633778257373,2 - Topic unable to be determined – subject area used instead
52481,Mila Kunis' Simple Explanation On How To Be A 'Great Mom',And what her daughter has taught her about unconditional love.,parents,news,0.7892316989308675,
55341,"Look At These Adorable Babies Dressed As Bob Ross, Beethoven And More",Can't handle the cute!,parents,news,0.513113135598111,3 - Topic calculated with low confidence score and no subject area available
104656,Court Orders Florida to Start Letting Gay Couples Marry in One Month,"Marriage could be coming to Florida sooner than we expected. Plus, after last week's big win, the Mississippi lawsuit is now on the fast track to an appeal. And Kansas just lost their latest attempt to hold back the start of marriage.",queer voices,news,0.6947411368313753,3 - Topic calculated with low confidence score and no subject area available
178267,"Menswear On Pinterest: GQ, A Continuous Lean, Details And More Pinners We Love","While studies have placed Pinterests users everywhere from 58% to 97% female (Forbes even joked, ""Women are from Pinterest",style & beauty,news,0.7775246487842282,3 - Topic calculated with low confidence score and no subject area available
164253,Smoothing The Frictions Between Parent And Nanny,It wasn’t that Kimberly Van Der Beek’s new nanny was unqualified. She had come with sparkling references and a gold-star,parenting,news,0.36016285570265205,2 - Topic unable to be determined – subject area used instead
130947,Why Valentine's Day Shouldn't Be a Big Deal to a Happy Couple,"None of those are bad reasons but they are all things that a couple in a happy relationship should already be doing on a somewhat regular basis, and not just because the calendar and Hallmark told them to.",weddings,news,0.282473908196069,
35889,The Importance Of First Responders,Alexis de Tocqueville is one of the founders of the idea of civil service. In the recent past there was a time in America,healthy living,news,0.08277975320219022,1 - Topic determined by algorithm
151793,'Burton And Taylor' Trailer: Can Helena Bonham Carter Right Lindsay Lohan's Elizabeth Taylor Wrongs?,Forget Lindsay Lohan -- it's Helena Bonham Carter's turn to try to impress as Elizabeth Taylor. The queen of eccentricity,entertainment,news,0.5463105520902163,
130511,Do CIOs Need Passion To Succeed? Analysts Debate,Here are 5 hot themes for 2014 that CIOs will want to keep in mind as they head into the age of digital.,tech,news,0.5263341961257435,1 - Topic determined by algorithm
185514,Soul Food: Or How to Give Your Kitchen More Soul,"The secret to soul in a kitchen is not in what you buy and put into it, but in how you make room for people and nature to come into it.",home & living,news,0.6645792571817405,1 - Topic determined by algorithm
95616,CIA Chief Warns Of 'Tremendous' Consequences For Iran,,politics,news,0.27704822814872354,3 - Topic calculated with low confidence score and no subject area available
37931,NYC's Chinatown Finally Represented By An Asian-American In State Assembly,“It’ll be very powerful to have our experiences as first-generation kids in the assembly.”,politics,news,0.6707894815666501,
147703,Kale Competitors: How Do Other Greens Stack Up?,"Source: Self Nutrition Data Keri Gans, MS, RDN, CDN, is a registered dietitian/nutritionist, media personality, spokesperson",wellness,news,0.05008497413636659,3 - Topic calculated with low confidence score and no subject area available
25595,"Trump Administration To Cities And States: “The Bigger The Thing You Privatize, The More Money We’ll Give You.”",Trump’s long-promised $1 trillion investment in America’s infrastructure turned out to be stealth privatization after all,politics,news,0.3990243305756289,
174066,"Beauty Street Style: Aminta Iriarte, Fashion Blogger, Swears By Rum & Eggs For Shiny Hair",If you can bear not to drink it... put it in your hair!,style & beauty,news,0.005447410310122747,2 - Topic unable to be determined – subject area used instead
59460,Sheldon Adelson Says He Will Support Donald Trump,The casino magnate Sheldon G. Adelson said on Thursday night that he would support Donald J. Trump now that he has become,politics,news,0.6493002137608008,2 - Topic unable to be determined – subject area used instead
19166,Trump Threatens Venezuela With Possible 'Military Option',“The people are suffering and they are dying. We have many options for Venezuela including a possible military option if necessary.”,politics,news,0.96419898732125,2 - Topic unable to be determined – subject area used instead
74,Investigation Finds Russian Missile Shot Down Flight MH17,"It's not clear who was operating the missile that hit the plane over eastern Ukraine in 2014, killing 298 people.",world news,news,0.2847387032330145,2 - Topic unable to be determined – subject area used instead
149656,If I Were Anthony Weiner and Huma Abedin's Therapist,For more tips and advice check out Jonathan's book BE FEARLESS: Change Your Life in 28 Days. Each person should think about,wellness,news,0.32966186461046443,
57938,Hacker Who Exposed Hillary Clinton's Email Server Expected To Plead Guilty,"He was indicted on charges including wire fraud, unauthorized access of protected computer, aggravated identity theft, cyberstalking and obstruction of justice.",politics,news,0.08430896996541838,3 - Topic calculated with low confidence score and no subject area available
194519,This Color Palette Can Make Your Home Life Happier (PHOTOS),Looking for a few pointers? Click through the slideshow to see our color palette inspired by bright yellow flowers along,home & living,news,0.5153100708939179,1 - Topic determined by algorithm
34119,USDA Starts Reposting Some Of Their Deleted Animal Welfare Records,"Animal advocates say it's a good sign, but not a total victory.",politics,news,0.3767496790661609,2 - Topic unable to be determined – subject area used instead
12162,"Amid Immigration Crackdown, Cities Step In With Free Legal Aid","By law, if you’re charged with a crime in the U.S., you have a right to counsel, no matter your ability to pay. That’s not",politics,news,0.481577468717886,
10215,What To Give Your Very Good Dog This Holiday Season,For the pooch who has everything,green,news,0.4762371547403255,2 - Topic unable to be determined – subject area used instead
85804,Police Free 18 People Who Were Trapped Inside French Store During Attempted Robbery,"VILLENEUVE-LA-GARENNE, France (AP) — A group of gunmen broke into a discount clothing store near Paris on Monday, trapping",the worldpost,news,0.3640003648205039,3 - Topic calculated with low confidence score and no subject area available
24297,'Holy S***!': Man Films Massive Great White Thrashing In Shallow Water,The encounter left two men bloodied -- but not because of the shark.,weird news,news,0.2199878885616514,
92229,A Mother/Daughter Project: How to Be Curious and Strengthen Your Relationship,"The daughter in me realizes that this is considered uncommon and for some even weird. The mother in me asks, ""why is it so strange to want to work with your mother?"" What is it about the mother/daughter relationship that makes our situation considered so unique?",women,news,0.5685393803849618,
128090,"A Video Of A Toddler Pleading For A Cupcake Has Gone Viral, But Is It Really Funny?","But there is one part of the clip that nobody seems to be talking about. In the midst of Mateo's monologue, he tells us that",parenting,news,0.5087931022742963,1 - Topic determined by algorithm
184056,The Four-Letter Word That Will Change Your Life,How does something that is so vital at one point in life suddenly become considered irrelevant at another?,wellness,news,0.7777491970912596,3 - Topic calculated with low confidence score and no subject area available
