Entity Type,Title,Description,Topic,Subject Area,Score,Manual,Correct
Item,BA4 Hoogspanning,Hoogspanning,[],Safety/Health,[],,
Item,Mohawk Internal Control Training,Mohawk Internal Control Training,[],Organization,[],,
Item,Quiz Heftruck,Quiz Heftruck,[],Unilin Functional Training,[],,
Item,Driver Distraction 2017,Description,[],,[],,
Item,Workshop Leidinggeven in de praktijk,Workshop Leidinggeven in de praktijk,[],Leadership,[],,
Item,Reasonable Suspicion,Reasonable Suspicion,[],,[],,
Item,EPD's of Environmental Product Declaration,EPD's of Environmental Product Declaration,[],Sustainability,[],,
Item,Fedustria PC126 & PC200 - CAO 2017-2018 - infosessie,Fedustria PC126 & PC200 - CAO 2017-2018 - infosessie,[],HR,[],,
Item,Maak kennis met de nieuwe rapportgenerator van eblox payroll,Maak kennis met de nieuwe rapportgenerator van eblox payroll,[],HR,[],,
Item,Illness and Injury Plan,"I2P2 data is gathered, updated and posted.  Train/discuss with all employees during monthly theme.

I2P2 is annual training for all managers/supervisors & CSC team",[],Business Operations,[],,
Item,PPE Assessment,All jobs in your facility should have a PPE assessment using the corporate form to document and make supervisors a copy for their office to be available for all employees.,[],Business Operations,[],,
Item,Fall & Ladder training,Classroom training with Corporate program.,[],Business Operations,[],,
Item,Lifting Program,All employees must be trained in the lifting program. (Video),[],Business Operations,[],,
Item,Steve S Test,Course Description.,[],,[],,
Item,Kronos Recertification Flash,Kronos Recertification,[],,[],,
Item,GHS Class,Refresher classroom training on the new GHS program for all authorized employees to include the LT operators.,[],Business Operations,[],,
Item,Confine Space,Classroom training for confine space.   Make sure you do a hands on training with the monitor.,[],Business Operations,[],,
Item,Sling & Hoist,Classroom training with Corporate program.,[],Business Operations,[],,
Item,Hearing Conservation,*Hearing Conservation & 70E will be  covered under monthly theme for affected employees,[],Business Operations,[],,
Item,Hot Works including red tag training,*Refresh hot work program including red tag training,[],Business Operations,[],,
Item,LT Operator vision test,LT operator vision test,[],Business Operations,[],,
Item,Asbestos,* Asbestos will be covered under the monthly theme with slips/trips/falls,[],Business Operations,[],,
Item,Kronos Recertification,Course Description.,[],,[],,
Item,Smart Goals,Course Description.,[],Professional Development,[],,
Item,Root Cause Analysis,Course Description.,[],Professional Development,[],,
Item,Kronos 2017 Access Exceptions,KronosAccessExceptions.pdf,[],,[],,
Item,Kronos 2017 Access Timecard,KronosAccessTimecard.pdf,[],,[],,
Item,Kronos 2017 Apply Work Rule,KronosApplyWorkRule.pdf,[],,[],,
Item,Kronos 2017 Attendance,KronosAttendance.pdf,[],,[],,
Item,Kronos 2017 Individual Schedules,KronosIndividualSchedules.pdf,[],,[],,
Item,Kronos 2017 Navigator,KronosNavigator.pdf,[],,[],,
Item,Kronos 2017 Review Exceptions,KronosReviewExceptions.pdf,[],,[],,
Item,Kronos 2017 Schedule Future Vacation,KronosScheduleFuturevacay.pdf,[],,[],,
Item,Kronos 2017 Schedule Groups,KronosScheduleGroups.pdf,[],,[],,
Item,Kronos 2017 Schedule Groups 2,KronosScheduleGroupsQRG.pdf,[],,[],,
Item,Kronos 2017 Timecard Approvals,KronosTimecardApprovals.pdf,[],,[],,
Item,Kronos 2017 Transfer Time,KronosTransferringTime.pdf,[],,[],,
Item,Kronos 2017 Log In/ Out,KronosLogInOut.pdf,[],,[],,
Item,Kronos 2017 Timestamp,KronosTimestamp.pdf,[],,[],,
Item,Kronos 2017 View Report,KronosViewReport.pdf,[],,[],,
Item,Kronos Complete QRGs,KronosBinder.pdf,[],,[],,
Program,Kronos Quick Reference Guides,Updated September 2017,[],,[],,
Item,OASIS SSC Release Notes - Drop 124,Drop 124 Release Notes.pdf,[],,[],,
Item,Dal-Tile SSC 2016 - 07 - Post Injury Medical Paperwork,Course Description.,[],,[],,
Item,Kronos Recertification BACKUP,Kronos Recertification,[],,[],,
Item,Modifying Messages and Setting Global Options in Outlook 2016: Course Overview,Microsoft Office Outlook 2016: Part 2 (Advanced) - Learn how to work with a wide range of features and options that will help you to save time.,[],,[],,
Item,Awareness is a Choice (Part 1 of 5),"In this video lesson, Awareness is a Choice Part 1, you will; observe if you are aware of your surroundings while on your way to work, observe if you are safety conscious, and learn it is critical to know how to stay safe.",[],,[],,
Item,Awareness is a Choice (Part 2 of 5),"In this video lesson, Awareness is a Choice Part 2, you will; learn about the hidden dangers in the office that can have great impact, learn the components of an effective safety program, and learn the risks according to occupations.",[],,[],,
Item,Awareness is a Choice (Part 3 of 5),"In this video lesson, Awareness is a Choice Part 3, you will; learn that a single moment of your time can prevent an unnecessary accident in the future, review the most common workplace hazards, and you will remind yourself that awareness is a choice.",[],,[],,
Item,Awareness is a Choice (Part 4 of 5),"In this video lesson, Awareness is a Choice Part 4, you will have questions to ponder before taking the quiz.",[],,[],,
Item,Awareness is a Choice (Part 5 of 5),"In this video lesson, Awareness is a Choice Part 5, you will have questions to ponder before your next meeting.",[],,[],,
Item,Cell Phones - Use and Misuse (Part 4 of 5),"In this video lesson, Cell Phones - Use and Misuse Part 4, you will have questions to ponder before taking the quiz.",[],,[],,
Item,Cell Phones - Use and Misuse (Part 5 of 5),"In this video lesson, Cell Phones - Use and Misuse Part 5, you will have questions to ponder before your next meeting.",[],,[],,
Item,"Right Attitude, Right Results (Part 2 of 5)","In this video lesson, Right Attitude, Right Results Part 2, you will; understand personalities, attitudes, and belief systems, observe if you question your belief and thoughts, actions may change, and see if optimism can be learned.",[],,[],,
Item,"Right Attitude, Right Results (Part 5 of 5)","In this video lesson, Right Attitude, Right Results Part 5, you will have questions to ponder before your next meeting.",[],,[],,
Item,Open to Change (Part 3 of 5),"In this video lesson, Open to Change Part 3, you will learn; the importance of managing stress and adhering to a healthy diet, the basic recipe for mental and physical wellness, and the benefits of change.",[],,[],,
Item,Open to Change (Part 4 of 5),"In this video lesson, Open to Change Part 4, you will have questions to ponder before taking the quiz.",[],,[],,
Item,Open to Change (Part 5 of 5),"In this video lesson, Open to Change Part 5, you will have questions to ponder before your next meeting.",[],,[],,
Item,Shades of Gossip (Part 1 of 5),"In this video lesson, Shades of Gossip Part 1, you will; learn the definitions of gossip, learn how gossip does not provide a solution to a problem, and observe the impact of workplace gossip.",[],,[],,
Item,Shades of Gossip (Part 2 of 5),"In this video lesson, Shades of Gossip Part 2, you will learn; the harmful effects of gossip in the workplace, questions to ask yourself when another is spreading gossip, and how spreading gossip is toxic behavior.",[],,[],,
Item,Shades of Gossip (Part 4 of 5),"In this video lesson, Shades of Gossip Part 4, you will have questions to ponder before taking the quiz.",[],,[],,
Item,Shades of Gossip (Part 5 of 5),"In this video lesson, Shades of Gossip Part 5, you will have questions to ponder before your next meeting.",[],,[],,
Item,Creating a Healthy Outlook (Part 2 of 5),"In this video lesson, Creating a Healthy Outlook Part 2, you will learn; important tips on how to stay healthy, that laughter can be the best medicine, and about the benefits of fruits and nuts.",[],,[],,
Item,The Worker and the Bully (Part 1 of 5),"In this video lesson, The Worker and the Bully Part 1, you will learn; how a bully is developed during childhood, what children can do to stop a bully, and if bullying can be unlearned.",[],,[],,
Item,The Worker and the Bully (Part 5 of 5),"In this video lesson, The Worker and the Bully Part 5, you will have questions to ponder before your next meeting.",[],,[],,
Item,Rid the Habit of Worrying (Part 1 of 4),"In this video lesson, Rid the Habit of Worrying Part 1, you will learn; why we allow this feeling of anxiety to overwhelm us, techniques to use when dwelling on a worry, and how to challenge and verify your thoughts and feelings.",[],,[],,
Item,Rid the Habit of Worrying (Part 2 of 4),"In this video lesson, Rid the Habit of Worrying Part 2, you will; explore the most common worry in the workplace, see how you have more control than you think, and learn what you do have in your control.",[],,[],,
Item,Rid the Habit of Worrying (Part 3 of 4),"In this video lesson, Rid the Habit of Worrying Part 3, you will have questions to ponder before taking the quiz.",[],,[],,
Item,Rid the Habit of Worrying (Part 4 of 4),"In this video lesson, Rid the Habit of Worrying Part 4, you will have questions to ponder before your next meeting.",[],,[],,
Item,"Go Green, Save Green (Part 1 of 5)","In this video lesson, Go Green, Save Green Part 1, you will; learn how businesses generate waste, look around your office to see where your organization is losing money can prevent waste, and learn how to greatly reduce paper waste.",[],,[],,
Item,Managing Ourselves in a Timely Manner (Part 1 of 5),"In this video lesson, Managing Ourselves in a Timely Manner Part 1. you will; observe how to wake-up your senses from daybreak to arriving at the office, learn the causes of procrastination, and learn effective ways to organize your workspace (desk and files).",[],,[],,
Item,Managing Ourselves in a Timely Manner (Part 2 of 5),"In this video lesson, Managing Ourselves in a Timely Manner Part 2, you will learn; how to overcome procrastination, how to create a positive daily work routine, and tips on how to stay on the right track.",[],,[],,
Item,Managing Ourselves in a Timely Manner (Part 3 of 5),"In this video lesson, Managing Ourselves in a Timely Manner Part 3, you will; learn how being depended on is a learned behavior, gain perspective on working efficiently and effectively, and remind yourself the importance of good health habits and good self-esteem.",[],,[],,
Item,"Relax, Refocus, Rejoin (Part 2 of 4)","In this video lesson, Relax, Refocus, Rejoin Part 2, you will; learn how to replace negative thoughts with positive ones, observe a relaxing visualization, and observe what a two-minute mental break can do.",[],,[],,
Item,"Relax, Refocus, Rejoin (Part 4 of 4)","In this video lesson, Relax, Refocus, Rejoin Part 4, you will have questions to ponder before your next meeting.",[],,[],,
Item,Mentoring Veterans - Part 1,"The military is known as the nation s biggest group of international ambassadors. Brave, dedicated, and well-trained, they serve our nation well: natural disaster relief, food and humanitarian relief, rescue operations, and medical assistance in impoverished areas. Once their service is complete, they return home eager to use their skills in the private sector. However, sometimes they need help adjusting to the civilian workplace culture. Thus the importance of corporate mentoring. We will learn that Veterans are disciplined, respectful, adaptable, and team players.",[],,[],,
Item,Mentoring Veterans - Part 2,We will learn that Veterans want to enter college and seek work. We will learn that Mentors can teach skills and provide resources.,[],,[],,
Item,Accidents and Near Misses,MARCOM's MicroLearning program on 'Accident Investigation: Accidents and 'Near Misses'' provides employees with specific facts about this topic. These targeted 2 - 4 minute video 'info-nuggets' focus on a single skill or topic area that employees need to understand to work safely.,[],,[],,
Item,Investigations and Root Cause Analysis,MARCOM's MicroLearning program on 'Accident Investigation: Investigations and 'Root Cause Analysis'' provides employees with specific facts about this topic. These targeted 2 - 4 minute video 'info-nuggets' focus on a single skill or topic area that employees need to understand to work safely.,[],,[],,
Item,Case Study 1: Equipment,MARCOM's MicroLearning program on 'Accident Investigation: Case Study 1: Equipment' provides employees with specific facts about this topic. These targeted 2 - 4 minute video 'info-nuggets' focus on a single skill or topic area that employees need to understand to work safely.,[],,[],,
Item,Case Study 2: Training,MARCOM's MicroLearning program on 'Accident Investigation: Case Study 2: Training' provides employees with specific facts about this topic. These targeted 2 - 4 minute video 'info-nuggets' focus on a single skill or topic area that employees need to understand to work safely.,[],,[],,
Item,Case Study 3: Procedures,MARCOM's MicroLearning program on 'Accident Investigation: Case Study 3: Procedures' provides employees with specific facts about this topic. These targeted 2 - 4 minute video 'info-nuggets' focus on a single skill or topic area that employees need to understand to work safely.,[],,[],,
Item,Learning from Accidents,MARCOM's MicroLearning program on 'Accident Investigation: Learning from Accidents' provides employees with specific facts about this topic. These targeted 2 - 4 minute video 'info-nuggets' focus on a single skill or topic area that employees need to understand to work safely.,[],,[],,
Item,Preparing for the Unpredictable,MARCOM's MicroLearning program on 'Active Shooter: Surviving an Attack: Preparing for the Unpredictable' provides employees with specific facts about this topic. These targeted 2 - 4 minute video 'info-nuggets' focus on a single skill or topic area that employees need to understand to work safely.,[],,[],,
Item,Recognizing and Surviving an Attack,MARCOM's MicroLearning program on 'Active Shooter: Recognizing and Surviving an Attack' provides employees with specific facts about this topic. These targeted 2 - 4 minute video 'info-nuggets' focus on a single skill or topic area that employees need to understand to work safely.,[],,[],,
Item,Running from a Shooter,MARCOM's MicroLearning program on 'Active Shooter: Running from a Shooter' provides employees with specific facts about this topic. These targeted 2 - 4 minute video 'info-nuggets' focus on a single skill or topic area that employees need to understand to work safely.,[],,[],,
Item,Hiding from a Shooter,MARCOM's MicroLearning program on 'Active Shooter: Hiding from a Shooter' provides employees with specific facts about this topic. These targeted 2 - 4 minute video 'info-nuggets' focus on a single skill or topic area that employees need to understand to work safely.,[],,[],,
Item,When the Police Arrive,MARCOM's MicroLearning program on 'Active Shooter: When the Police Arrive' provides employees with specific facts about this topic. These targeted 2 - 4 minute video 'info-nuggets' focus on a single skill or topic area that employees need to understand to work safely.,[],,[],,
Item,Shock and How to Avoid It,MARCOM's MicroLearning program on 'Arc Flash: 'Shock' and How to Avoid it' provides employees with specific facts about this topic. These targeted 2 - 4 minute video 'info-nuggets' focus on a single skill or topic area that employees need to understand to work safely.,[],,[],,
Item,What is Arc Flash ?,MARCOM's MicroLearning program on 'Arc Flash: What is 'Arc Flash?'' provides employees with specific facts about this topic. These targeted 2 - 4 minute video 'info-nuggets' focus on a single skill or topic area that employees need to understand to work safely.,[],,[],,
Item,Creating an Electrically Safe Condition,MARCOM's MicroLearning program on 'Arc Flash: Creating an 'Electrically Safe Condition'' provides employees with specific facts about this topic. These targeted 2 - 4 minute video 'info-nuggets' focus on a single skill or topic area that employees need to understand to work safely.,[],,[],,
Item,Avoiding Arc Flash Situations,MARCOM's MicroLearning program on 'Arc Flash: Avoiding Arc Flash Situations' provides employees with specific facts about this topic. These targeted 2 - 4 minute video 'info-nuggets' focus on a single skill or topic area that employees need to understand to work safely.,[],,[],,
Item,Workplace Bullies & What They Do,MARCOM's MicroLearning program on 'Bullying And Other Disruptive Behavior: for Employees: Workplace Bullies & What They Do' provides employees with specific facts about this topic. These targeted 2 - 4 minute video 'info-nuggets' focus on a single skill or topic area that employees need to understand to work safely.,[],,[],,
Item,How to Handle a Workplace Bully,MARCOM's MicroLearning program on 'Bullying And Other Disruptive Behavior: for Employees: How to Handle a Workplace Bully' provides employees with specific facts about this topic. These targeted 2 - 4 minute video 'info-nuggets' focus on a single skill or topic area that employees need to understand to work safely.,[],,[],,
Item,Informal Responses and Awareness Intervention,MARCOM's MicroLearning program on 'Bullying And Other Disruptive Behavior: for Managers and Supervisors: 'Informal Responses' and 'Awareness Intervention'' provides employees with specific facts about this topic. These targeted 2 - 4 minute video 'info-nuggets' focus on a single skill or topic area that employees need to understand to work safely.,[],,[],,
Item,Additional Levels of Intervention,MARCOM's MicroLearning program on 'Bullying And Other Disruptive Behavior: for Managers and Supervisors: Additional Levels of Intervention' provides employees with specific facts about this topic. These targeted 2 - 4 minute video 'info-nuggets' focus on a single skill or topic area that employees need to understand to work safely.,[],,[],,
Item,Indoor Air Quality,"MARCOM's Video On Demand (VOD) program on Indoor Air discusses the health hazards associated with contaminated indoor air, the most common contaminants, where they come from, and what employees can do to help keep the air in their workplace clean and healthy. Contaminated indoor air is currently one of the top five threats to public health, according to the Environmental Protection Agency (EPA). Any hazardous fumes, dusts, bacteria or spores that people inhale can result in them feeling 'under the weather', interfere with their ability to work efficiently, and even lead to serious health problems. Topics covered in this program include the symptoms of poor air quality, heating, ventilation and air conditioning systems, sources of air contamination, and more. This VOD program is one of the most effective and efficient ways to get employees the training that they need, in a classroom or individually through their desktop or tablet computer.",[],,[],,
Item,Conference Call - Avoiding Distractions,Distractions are a major problem on conference calls. Learn how to avoid these distractions to keep your meeting focused and productive.,[],,[],,
Item,Conference Call - The Importance Of Announcing,See how failing to announce a new person on a conference call can create problems. Avoid embarrassing surprises by knowing the proper way to enter or leave a conference call.,[],,[],,
Item,Conference Call - Minimize Misunderstandings,"Misunderstandings occur in all meetings, but they're especially challenging in conference calls. Learn how to avoid them, along with costly mistakes.",[],,[],,
Item,How to Start a Conversation With a Stranger,"Welcome to the How To Series, which provides quick and easy tips on how to handle a variety of common work situations. This video lesson, How to Start a Conversation with a Stranger, uses dialogue to highlight useful strategies for engaging in conversation with someone you ve never met before. These strategies include preparing yourself, being approachable, asking questions, and being genuine, among others. Although talking to new people may seem intimidating at first, once you gather your courage and implement these simple tips, you ll find that there s nothing scary about it at all. Soon, you ll know everyone around your workplace!",[],,[],,
Item,How to Tell Someone You Forgot Their Name,"Welcome to the How To Series, which provides quick and easy tips on how to handle a variety of common work situations. This video lesson, How to Tell Someone You Forgot Their Name, uses dialogue to illustrate the most tactful way to deal with one of those workday nightmares: forgetting someone s name. By the end of the lesson, learners will understand that they shouldn t avoid it or fake it when they forget someone s name. Instead, they should start a conversation, ask questions, and check for a nametag or if there is no nametag show that they remember the person, admit they forgot the name, and get the conversation moving again.",[],,[],,
Item,How to Make Time for Training at Work,"Welcome to the How To Series, which provides quick and easy tips on how to handle a variety of common work situations. This video lesson, How to Make Time for Training at Work, provides easy-to-implement strategies for creating opportunities for training. Tips include studying as a team, using self-study, using online training, and learning from others. After viewing the lesson, learners will realize that they have more time for training than they think as long as they use their time wisely.",[],,[],,
Item,How to Tell Someone No,"Welcome to the How To Series, which provides quick and easy tips on how to handle a variety of common work situations. This video lesson, How to Tell Someone No, uses several short conversations to highlight the most effective ways to decline an invitation or work assignment. Viewers will learn that avoiding the request or making excuses get them nowhere. However, giving a straight no, providing an honest reason, suggesting an alternative, and/or putting off the request until a better time will bring about great results.",[],,[],,
Item,How to Keep Your Commitments,"Welcome to the How To Series, which provides quick and easy tips on how to handle a variety of common work situations. This video lesson, How to Keep Your Commitments, provides a handful of strategies to help you do all the things you say you will do. Essentially, if you stop overcommitting, write everything down, manage your priorities, and maintain a good time management system, you will keep your commitments almost every time. Don t forget to let the person you committed to know immediately if something comes up and you can t meet your commitment!",[],,[],,
Item,How to Work With Someone You Dislike,"Welcome to the How To Series, which provides quick and easy tips on how to handle a variety of common work situations. This video lesson, How to Work with Someone You Dislike, uses situational humor to help learners understand the best options for dealing with that person you don t mesh with at work. Viewers will learn several strategies, from avoiding the person to focusing on work to choosing not to care. If the issue persists, it may be necessary to simply sit down and talk with the person about it. In the end, learners will understand that they may not be best friends with everyone at the workplace, but they do have to be able to work with everyone.",[],,[],,
Item,How to Build a Personal Brand,"Welcome to the How To Series, which provides quick and easy tips on how to handle a variety of common work situations. This video lesson, How to Build a Personal Brand, offers several ideas for creating and maintaining an effective personal brand. Tips include reviewing your current brand, cleaning up your social media, being thoughtful about every message and post, and associating with strong brands. Ultimately, you will learn the importance of adding value in everything you do and making yourself an asset who people will want to work with.",[],,[],,
Item,Starting Your New Job Right,"Welcome to New Hire Success ! This video lesson, 'Starting Your New Job Right,' will help you navigate the onboarding process as a new hire. The viewer will learn key strategies for making a great first impression and expediting the acclimation process when beginning a new job, either as a new hire or internal promotion. With these tips, the viewer will know what to do when they start a new job.",[],,[],,
Item,Creating an Incredible Company Culture - How to Deliver Effective Constructive Criticism,"This video details various effective (and ineffective) ways to deliver constructive criticism. Based on decades of relationship research, you ll walk away with a thorough understanding of how to find a proper balance between too nice and too mean. There will also be a spooky moment of d j vu. See if you can spot it! This video is part of the Create an Incredible Corporate Culture series from the Jeff Havens Company.",[],,[],,
Item,Creating an Incredible Company Culture - Embracing The Natural Speed of Change,This video reinforces a key element of successful cultures that they understand change is a constant part of doing business rather than an unwelcome surprise. This is an excellent video to show to anyone who might be reluctant to consider learning a new process or supporting a new initiative. It s also very likely that someone will end up with a bag over their head. This video is part of the Create an Incredible Corporate Culture series from the Jeff Havens Company.,[],,[],,
Item,Creating Classes and Objects,In this video we'll introduce object-oriented programming in Java. The building blocks of OOP are classes and objects which are introduced in this video.,[],,[],,
Item,Creating Constructors,Zachary explains the using the constructor member in your classes with an example program that fetches a person's name and birthday.,[],,[],,
Item,Abstract Classes,"Abstract classes are never instantiated, but used as the basis for child classes. Zachary works through example code in this video.",[],,[],,
Item,A Visual GUI Editor Tool,"Zachary introduces using a GUI editor tool, which can add and edit elements to your program without going into your code. He shows you an example with a password protection dialog",[],,[],,
Item,About the Instructor,"Learn about your instructor, Mark Lassoff",[],,[],,
Item,Break Tags,Understand how to use break tags in documents,[],,[],,
Item,Creating an internal link,You ll learn how to create links between pages in site.,[],,[],,
Item,Creating Image Links,How to create hyperlinks with images will be demonstrated.,[],,[],,
Item,Adding a Table Caption.,Mark demonstrates how to add the caption to a table.,[],,[],,
Item,Commenting Your Code,You ll learn how to comment code like a pro.,[],,[],,
Item,Course Wrap-up,Mark wraps up the content discussed in Section 9.,[],,[],,
Item,Break and Continue Statements,You can exhibit a finer level of control of your lops by adding break and continue statements. Mark will demonstrate in this video.,[],,[],,
Item,Anonymous Functions,Anonymous functions run in only a single context. They can't be called as a traditional function is. You'll learn how anonymous functions work in this video.,[],,[],,
Item,Accessing and Editing Array Elements,"Once you declare an array, you have to be able to access and manipulate the individual array elements. Mark will demonstrate in this video lecture.",[],,[],,
Item,Accessing Your Medical and Exposure Records,"Welcome to the Accessing Your Medical and Exposure Records video lesson meant to teach you about your rights and responsibilities when it comes to accessing your employee exposure and medical records. In this lesson, viewers will learn the basics of OSHA s standard on accessing exposure and medical records and what the employer is required to do when it comes to preserving those records for each employee.",[],,[],,
Item,Kronos Vacation Payout 2017,KronosVacationPayout.pdf,[],,[],,
Item,Machineveiligheid en validatie,Machineveiligheid en validatie,[],Safety/Health,[],,
Item,Eplan P8,Eplan P8,[],Technical,[],,
Item,Unfamiliar Roadways updated,Description,[],Safety,[],,
Item,Hoogwerker,Hoogwerker - Theorie,[],Unilin Functional Training,[],,
Item,ADAMS TEST TUFTING,Course Description.,[],,[],,
Item,Lichen Training Assessment,Course Description.,[],,[],,
Item,SPI660ADO8c   07/20/15,"Glaze preparation Control Plan 

SPI660ADO8 C

06/08/2017",[],,[],,
Item,SOP660GP01       04/15/2015,Ballmill Operations,[],,[],,
Item,Dealing with Drug and Alcohol Abuse for Managers and Supervisors - Spanish,"MARCOM's course Dealing with Drug and Alcohol Abuse... for Managers and Supervisors - Spanish version reminds managers and supervisors that they can make a difference! It discusses the effects that employees who are under the influence can have on their own safety and the safety of their coworkers and reviews what managers and supervisors can and should do to deal with substance abuse in the workplace. Using a powerful combination of audio, full-motion video, text and colorful graphics, this course provides the most cost-effective safety and regulatory compliance training available today. The course is divided into a number of logical sections so information is easily understood... and retained. The quiz for this video is in Spanish.",[],,[],,
Item,Substances That Are Often Abused in a Construction Environment,MARCOM's MicroLearning program on 'Dealing with Drug and Alcohol Abuse for Employees in Construction Environments: Substances That Are Often Abused' provides employees with specific facts about this topic. These targeted 2 - 4 minute video 'info-nuggets' focus on a single skill or topic area that employees need to understand to work safely.,[],,[],,
Item,"Alcohol, Marijuana and Other Depressants in a Construction Environment","MARCOM's MicroLearning program on 'Dealing with Drug and Alcohol Abuse for Employees in Construction Environments: Alcohol, Marijuana and Other Depressants' provides employees with specific facts about this topic. These targeted 2 - 4 minute video 'info-nuggets' focus on a single skill or topic area that employees need to understand to work safely.",[],,[],,
Item,Stimulants and Narcotics in a Construction Environment,MARCOM's MicroLearning program on 'Dealing with Drug and Alcohol Abuse for Employees in Construction Environments: Stimulants and Narcotics' provides employees with specific facts about this topic. These targeted 2 - 4 minute video 'info-nuggets' focus on a single skill or topic area that employees need to understand to work safely.,[],,[],,
Item,Drug Dependency in a Construction Environment,MARCOM's MicroLearning program on 'Dealing with Drug and Alcohol Abuse for Employees in Construction Environments: Drug Dependency' provides employees with specific facts about this topic. These targeted 2 - 4 minute video 'info-nuggets' focus on a single skill or topic area that employees need to understand to work safely.,[],,[],,
Item,Becoming a Substance Abuser in a Construction Environment,MARCOM's MicroLearning program on 'Dealing with Drug and Alcohol Abuse for Employees in Construction Environments: Becoming a Substance Abuser' provides employees with specific facts about this topic. These targeted 2 - 4 minute video 'info-nuggets' focus on a single skill or topic area that employees need to understand to work safely.,[],,[],,
Item,Alcohol and Drug Policies in a Construction Environment,MARCOM's MicroLearning program on 'Dealing with Drug and Alcohol Abuse for Employees in Construction Environments: Alcohol and Drug Policies' provides employees with specific facts about this topic. These targeted 2 - 4 minute video 'info-nuggets' focus on a single skill or topic area that employees need to understand to work safely.,[],,[],,
Item,Overcoming Substance Abuse in a Construction Environment,MARCOM's MicroLearning program on 'Dealing with Drug and Alcohol Abuse for Employees in Construction Environments: Overcoming Substance Abuse' provides employees with specific facts about this topic. These targeted 2 - 4 minute video 'info-nuggets' focus on a single skill or topic area that employees need to understand to work safely.,[],,[],,
Item,How Substance Abuse can Affect a Workplace in a Construction Environment,MARCOM's MicroLearning program on 'Dealing with Drug and Alcohol Abuse for Managers & Supervisors in Construction Environments: How Substance Abuse can Affect a Workplace' provides employees with specific facts about this topic. These targeted 2 - 4 minute video 'info-nuggets' focus on a single skill or topic area that employees need to understand to work safely.,[],,[],,
Item,What Substances Are Abused in a Construction Environment,MARCOM's MicroLearning program on 'Dealing with Drug and Alcohol Abuse for Managers & Supervisors in Construction Environments: What Substances Are Abused' provides employees with specific facts about this topic. These targeted 2 - 4 minute video 'info-nuggets' focus on a single skill or topic area that employees need to understand to work safely.,[],,[],,
Item,Laws You Need to Know About in a Construction Environment,MARCOM's MicroLearning program on 'Dealing with Drug and Alcohol Abuse for Managers & Supervisors in Construction Environments: Laws You Need to Know About' provides employees with specific facts about this topic. These targeted 2 - 4 minute video 'info-nuggets' focus on a single skill or topic area that employees need to understand to work safely.,[],,[],,
Item,Creating an Alcohol and Drug-Free Workplace in a Construction Environment,MARCOM's MicroLearning program on 'Dealing with Drug and Alcohol Abuse for Managers & Supervisors in Construction Environments: Creating an Alcohol and Drug-Free Workplace' provides employees with specific facts about this topic. These targeted 2 - 4 minute video 'info-nuggets' focus on a single skill or topic area that employees need to understand to work safely.,[],,[],,
Item,Substance Abuse Education and Testing in a Construction Environment,MARCOM's MicroLearning program on 'Dealing with Drug and Alcohol Abuse for Managers & Supervisors in Construction Environments: Substance Abuse Education and Testing' provides employees with specific facts about this topic. These targeted 2 - 4 minute video 'info-nuggets' focus on a single skill or topic area that employees need to understand to work safely.,[],,[],,
Item,Recognizing On-The-Job Substance Abuse in a Construction Environment,MARCOM's MicroLearning program on 'Dealing with Drug and Alcohol Abuse for Managers & Supervisors in Construction Environments: Recognizing On-The-Job Substance Abuse' provides employees with specific facts about this topic. These targeted 2 - 4 minute video 'info-nuggets' focus on a single skill or topic area that employees need to understand to work safely.,[],,[],,
Item,Handling Substance Abuse Situations in a Construction Environment,MARCOM's MicroLearning program on 'Dealing with Drug and Alcohol Abuse for Managers & Supervisors in Construction Environments: Handling Substance Abuse Situations' provides employees with specific facts about this topic. These targeted 2 - 4 minute video 'info-nuggets' focus on a single skill or topic area that employees need to understand to work safely.,[],,[],,
Item,Substances That Are Often Abused,MARCOM's MicroLearning program on 'Dealing with Drug and Alcohol Abuse for Employees in Construction Environments: Substances That Are Often Abused' provides employees with specific facts about this topic. These targeted 2 - 4 minute video 'info-nuggets' focus on a single skill or topic area that employees need to understand to work safely.,[],,[],,
Item,"Alcohol, Marijuana and Other Depressants",MARCOM's MicroLearning program on 'Dealing with Drug and Alcohol Abuse for Employees: Alcohol and Other Depressants' provides employees with specific facts about this topic. These targeted 2 - 4 minute video 'info-nuggets' focus on a single skill or topic area that employees need to understand to work safely.,[],,[],,
Item,Stimulants and Narcotics,MARCOM's MicroLearning program on 'Dealing with Drug and Alcohol Abuse for Employees: Stimulants and Narcotics' provides employees with specific facts about this topic. These targeted 2 - 4 minute video 'info-nuggets' focus on a single skill or topic area that employees need to understand to work safely.,[],,[],,
Item,Drug Dependency,MARCOM's MicroLearning program on 'Dealing with Drug and Alcohol Abuse for Employees: Drug Dependency' provides employees with specific facts about this topic. These targeted 2 - 4 minute video 'info-nuggets' focus on a single skill or topic area that employees need to understand to work safely.,[],,[],,
Item,Becoming a Substance Abuser,MARCOM's MicroLearning program on 'Dealing with Drug and Alcohol Abuse for Employees: Becoming a Substance Abuser' provides employees with specific facts about this topic. These targeted 2 - 4 minute video 'info-nuggets' focus on a single skill or topic area that employees need to understand to work safely.,[],,[],,
