Entity Type,Title,Description,Topic,Subject Area,Score
,Florent Groberg on Finding Your Purpose after Active Duty,"Take it from a hero. Transitioning from the military to civilian life is hard. But with some simple steps and a good support system, you can find renewed purpose after active duty. In this course, Medal of Honor recipient and LinkedIn for Veterans spokesperson Florent Groberg and other veterans discuss the challenges and opportunities of leaving military service for the civilian world. Flo speaks about his own path after service, and they all share key lessons learned and next steps necessary for successful transition.

Discover how to understand your strengths and value, where your skills fit into today's job market, and how to translate your experience into a solid resume. Learn how a mentor can help you navigate the transition and open up new opportunities. With Flo's advice, you can find a new purpose and continue the journey you started in the military—bringing your talents to bear on a whole new mission in life.","Business, Finance, and Accountancy",,0.5981205
,Customer Service: Winning Back a Lost Customer,"Lost customers are not lost causes. Statistics show that a firm has a higher probability of winning back a lost customer than prospecting a new one. In this course, customer relationship expert Jill Griffin provides a proven roadmap for winning back a lost customer. She proves the only thing worse than losing high-value customers is neglecting to win them back.

Jill shows that customers defect for one of five reasons: (1) intentionally pushed away, (2) unintentionally pushed away, (3) pulled away, (4) bought away, or (5) moved away. She also outlines which of these customers are the easiest to win back—and how to say ""sorry"" in a way that will resonate.",customer service,,0.9690508
,Learning Excel for Mac 2016,"This introductory course is perfect for new users who want to quickly get started with the powerful Excel for Mac 2016 software. Learn how to create and open workbooks, add text and numbers, work with formulas, format data, and share and print workbooks.",microsoft office,,0.998343
,Writing a Proposal,"In this course, author and senior Kelley School of Business lecturer Judy Steiner-Williams shows you tips and techniques for responding to a ""request for proposal"" (RFP) and for crafting a well-conceived proposal from scratch. Using an actual RFP and real-life proposals, Judy emphasizes what elements to include in your own response. She also helps you understand the four proposal types, and how to gather research, anticipate potential questions and objections, and follow up successfully. With Judy's help, you'll be able to navigate the competitive and sometimes tedious world of proposals and write stronger submissions with a higher rate of acceptance.",writing,,0.9698165
,Dreamweaver CC 2015: Responsive Design with Bootstrap,"Bootstrap—the popular HTML, CSS, and JavaScript framework for building responsive mobile-first websites—has been fully integrated into Dreamweaver CC 2015. The combo puts responsive web design within reach of all Creative Cloud members. This project-based course will show you how to define a Bootstrap layout grid in Dreamweaver, and build a responsive webpage using Bootstrap components and Dreamweaver's column tools. Author David Powers also shows how to add a hero image to your front page, create placeholder content with the text editor Emmet, and go straight to the DOM to move page elements around, avoiding the need to restructure the HTML.",dreamweaver,,0.9584549
,Gmail Essential Training,"Master the basics of composing, sending, and replying to email in Gmail, Google's powerful email service. Jess Stratton shows how to best organize and work with your inbox, search email, and use shortcuts so you're more productive and effective. Then learn how to configure your Gmail account and settings—from adding additional email accounts to configuring desktop alerts and notifications. Find out how to keep track of your most important contacts by creating and editing groups and then chat with others using the Google Chat feature. Jess also shows you some of the cool extras in Google Labs and demonstrates how to access your Gmail account on other clients and mobile devices.",Cannot be determined,,Score < threshold
,Cert Prep: Word 2013 Microsoft Office Specialist (77-418),"Study to pass the Microsoft Word 2013 certification exam and then demonstrate your knowledge of Word by becoming a Microsoft Office Specialist. This course, created by Microsoft Certified Trainer Jennifer McBee, helps test takers prepare for exam 77-418, which covers the five main skills on the MOS Word 2013 exam.

Disclaimer: Microsoft does not produce, provide, or endorse this video training course.

The course first explores the Microsoft certification program and its costs, format, and objectives. Jennifer then walks through all of the certification objectives in detail. Learn how to create documents, format text, create tables and lists, apply references, and insert and format objects such as SmartArt, images, and Excel tables. Free practice files are included so you can follow along every step of the way. There are over a half dozen challenges to test your skills, and a full-length, 50-minute practice exam to ensure you're ready for the real exam.",microsoft office,,0.99631053
,Advanced Responsive Layouts with CSS Flexbox,"The CSS Flexible Box Layout module (aka Flexbox) provides a simple solution to many of the design and layout problems web designers and developers have faced since the advent of CSS. Now that the module is becoming ready for the main stage, it's time to look at what we can do with it.

This course shows how to use flexible boxes to create advanced responsive layouts. Morten Rand-Hendriksen takes the viewer on a tour of Flexbox and provides actionable code snippets that can be implemented safely in almost any website. He puts it all together in a holy grail site complete with card-based layout, mixed content menus, and interactive components that provide visitors with choices about what they see.",css,,0.9951249
,Social Media for Nonprofits,"Social media is a great way for nonprofits to share their mission and find potential donors. It doesn't have to cost your organization a lot of money to run effective campaigns. Olivia Uribe-Mutal shows off the best free and paid tactics for marketing nonprofits on social media platforms such as Facebook, Twitter, YouTube, and Instagram. She covers strategies for incubating online communities, sharing content, and inviting others to like and interact with your dynamic posts. Plus, get a look at the most popular social media tools and ""quick win"" tactics for improving your reach, no matter what your budget.",social media,,0.99362826
,Learning Google AdSense,"Learn how to generate a steady stream of revenue from your website with Google AdSense, Google's display networking tool. Author and marketer Anson Alexander teaches you how to get up and running with AdSense, and display ads that ""make sense"" for your website. Learn how to set up an account, place limitations on ad content, place and earn revenue from ads, and use advanced placement strategies. Plus, with AdSense reports, you'll learn how to identify ad trends, increase page views, and maximize ad performance.",networking,,0.9051992
,Learning Excel 2016,"This beginner-level course will introduce new users to Excel 2016. Author David Rivers covers the interface, creating and opening workbooks, entering text and numbers, working with formulas, basic formatting, inserting charts and graphics, and sharing and printing workbooks so that you have a great foundation in the world's most popular spreadsheet program.",microsoft office,,0.9975019
,Marketing for Small Business,"Every small business is different. However, the common secret of successful small businesses lies in a solid marketing plan. In this course, Brad Batesole walks you through everything you need to know about marketing your service or product effectively—regardless of your team's size or budget. He explains how to identify your target market and competition, formulate your brand message, figure out the best marketing channels, identify your advertising options, and measure your results. He also provides guidance on how to decide whether to do your own marketing or hire a professional.",business,,0.9954815
,Getting Promoted,"Getting promoted involves more than just working hard. You also need to be able to communicate that hard work to your boss. In this course, executive coach Todd Dewett helps you prepare your case. He walks you step by step through all of the issues that you need to address, such as: How does your job fit in with company objectives? What is your unique contribution and how has it driven growth? Is there a salary freeze? What skills do you bring to the position and what skills do you need to develop?

Using these questions, you'll have the information you need to promote your own value and structure the critical ""promotion"" conversation with your boss.",communications,,0.98577464
,Running a Design Business: Grow Your Business,"Many of the mistakes business owners make arise from not understanding what they do well. This is true for any industry—including creative fields like graphic design. If you want to successfully grow and sustain your design business, there are some important questions to ask to identify your strengths, weaknesses, and opportunities for expansion. For over 15 years now, Justin Ahrens has led Rule29, a design firm by recognized by AIGA, Communication Arts, HOW, and more. Here he shares stories and tips for determining what you do best, leaving the things that you don't do well to others, and finding areas to grow. The focus of his advice is on building culture, brand uniqueness, business acumen, and better processes. Plus, learn new ways to promote your business to potential clients and strategies to build your team.",business,,0.99228704
,Word for Mac 2016: Forms in Depth,"Learn how to create electronic forms that are visually pleasing and easy to navigate with Word for Mac 2016. This course covers designing a form; capturing data effectively with form controls such as dropdown lists, date pickers, and check boxes; and testing, protecting, and distributing forms. Gini Courter also shows how to accelerate form creation with free Microsoft.com templates and customize and share templates with colleagues.",microsoft office,,0.9896465
,PowerPoint for Mac 2016 Essential Training,"Learn how to create, edit, and share presentations with Microsoft PowerPoint for Mac 2016, the powerful presentation and slideshow tool. Jess Stratton shows how to build a slideshow from scratch, and leverage PowerPoint templates and themes for quick construction. Jess then demonstrates how to add and edit text, images, graphs, video, and animation; format slides for consistency; and add speaker notes and transitions to ensure a smooth delivery. Plus, discover how to collaborate on changes and then share the final presentation via print, PDF, or a custom slideshow.",microsoft office,,0.9985372
,Marketing Foundations: Market Research,"Get to know customers at a deeper level—not as stats but as people—with marketing research. Expert Cheryl Ladd shows how to understand and leverage the best marketing research method for the subject at hand. She lays the groundwork for understanding the marketing research landscape and its role in decision-making, before explaining the process: everything from determining the correct approach to determining data collection methods.

The course also explores how marketing research evolves throughout a product lifecycle and identifies possible stumbling blocks and ethical considerations when performing market research.",sales & marketing,,0.87602484
,Creating Gradient Meshes with Illustrator,"Learn how to create custom gradient meshes with these Illustrator tutorials from lynda.com staff author Justin Seeley. Gradient meshes are the key to precisely controlling gradients and creating realistic highlights and shadows in your artwork. Here Justin shows how to create your first mesh; manipulate the points, color, and texture of meshes; and create meshes for a variety of real-world, hands-on projects, from 3D models to color-rich poster designs. Make sure to take the challenge Justin issues at the end of the course to practice your skills and ""fire"" up your next Illustrator project.",adobe illustrator,,0.6866238
,Universal Principles of Design,"Design is full of unspoken rules and obscure theories that, when applied, can dramatically improve one's own design. For the first time, we are documenting them all in one place. Universal Principles of Design, based on William Lidwell's award-wining books, illustrates one design principle, ranging from the tried and true (the 80/20 rule) to concepts that you may not have ever heard in a design context (Ockham's razor or crowd intelligence.) These principles are critical to successful design—no matter what the discipline. Anyone who creates, designs, engineers, or illustrates will learn invaluable lessons that can take their work to the next level.",web design,,0.97894204
,Quick Fixes for Poor Customer Service,"Whether it's an individual employee or an entire team that is underperforming, there are often simple solutions that will instantly improve customer service. Unfortunately, many managers don't know where to look. In this short course, expert Jeff Toister provides step-by-step instructions for solving many common customer service problems, including chronic complaints, slow service, or low first contact resolution. The course reveals tools to quickly find and fix these problems before they get out of hand.",customer service,,0.9884105
,LinkedIn Sponsored Content (2016),"Sponsored Updates is a key campaign tool for advertising on LinkedIn, a way to get your message in front of the right audience at exactly the right time. This course shows how to create new campaigns from existing or new content and track their progress with LinkedIn Sponsored Content. Learn how to craft great messaging, target the update, set a budget and schedule, and run reports to see how updates are performing and who is responding.

Find more ways to leverage the world's largest professional network with our other LinkedIn training courses.","Art, Design & Media",,0.9367919
,Managing Resource-Constrained Projects with Microsoft Project,"The first in our series of in-depth looks at using Microsoft Project to manage different challenges, this course explores how to best plan and manage projects with a limited supply of people or equipment.

Taught by expert project manager Bonnie Biafore, this course first shows how to create a resource plan to see if a project is feasible given the available resources. Then learn how to schedule project resources, assign them to tasks, check for overallocations, and resolve issues with techniques like substituting resources and extending and delaying tasks. Once the plan is established and work is ready to start, Bonnie shows how to execute the schedule by setting a baseline, entering actuals for the project, and recording overtime.

Note: This course was designed in collaboration with author John Riopel.

Lynda.com is a PMI Registered Education Provider. This course qualifies for professional development units (PDUs). To view the activity and PDU details for this course, click here.

The PMI Registered Education Provider logo is a registered mark of the Project Management Institute, Inc.",microsoft project,,0.99937373
,Charlene Li on Digital Leadership,"Today's most influential leaders have an online presence. But how do you lead ""digitally"" and engage followers in such a crowded and competitive landscape? LinkedIn Influencer Charlene Li is an expert on technology and leadership who helps executives translate their skills to digital platforms.

In this course, she explains the three steps for extending leadership into the digital space: listening, sharing, and engaging. With her tips, you can transform your professional relationships with employees, peers, and influencers. At the end of each chapter, she provides a list of questions to help you get started on your next step.",leadership,,0.99818254
,Marketing Foundations: Customer Segmentation,"Learn how to group your customers into market segments to better understand what they really want. In this course, chief marketing officer Doug Ladd explains the basics of customer segmentation. He describes segmentation based on geography, demographics, culture, behavior, and psychographics. He also shows where to look for this information, how to analyze it, and how to develop model customer personas that can help in product development, service level planning, and more.","Business, Finance, and Accountancy",,0.47782326
,Designing a Business Card,"Learn how to design a business card. In this course, designer Nigel French covers all aspects of the design process—from font choice to paper stock—so you can create a business card that is at once eye-catching and functional. He walks through what information to include, size and format considerations, and printing options. He also demonstrates how to set up a template and incorporate typography and imagery. Then he segues into two hands-on projects: a business card for a graphics design company and another for a coffee shop. These projects will help you understand how to apply the principles of good design in real-world context.",business,,0.9950439
,Problem Solving for Web Professionals,"The project isn't over when the design is complete. The website also has to reach its users, which means tackling the inevitable issues that crop up on the way to a beautiful, working site. Make yourself invaluable by solving the problems no one else can, with this toolkit of solution-oriented techniques.

Learn to turn your web browser into a code inspector, cope with browser incompatibilities, perform cross-platform testing, and more. Justin Putney gives you the skills you need to address the unique problems in each new project—and ensure the quality of your design and your code.",problem solving,,0.98332375
,Google Drive Essential Training,"In this course, Jess Stratton covers organizing, finding, and sharing files with Google Drive, the extremely popular cloud-based file storage and word processing, spreadsheet, and presentation software. Viewers will first learn how to upload, convert, sync, and delete files and get tips on organizing and searching Drive. Then the course introduces the basics of working with Google Docs, Sheets, and Slides, as well as forms and drawings. Finally, Jess explores the ins and outs of collaboration, including how to share, comment on, and edit files, and how to best use Drive on mobile devices.",Science and Technology,,0.38210648
,Strategic Planning Foundations,"Join executive leadership consultant and coach Mike Figliuolo as he reveals how to implement a strategic planning process in your organization—a process that can be repeated yearly and ensures you get input from all relevant stakeholders. In this course, Mike shows you how to establish and articulate your organization's core competencies, vision, mission, and strategic filters. Using these criteria, he shows how to prioritize competing initiatives, how to allocate resources to best support those initiatives, and how all of these factors combine to create a compelling strategic plan.

Lynda.com is a PMI Registered Education Provider. This course qualifies for professional development units (PDUs). To view the activity and PDU details for this course, click here.

The PMI Registered Education Provider logo is a registered mark of the Project Management Institute, Inc.",strategic planning,,0.93393886
,Transitioning Out of Your Job,"Is it time to move on from your company or current position? Learn how to quit your job with grace and leave on the best terms possible. Dr. Chaz Austin helps you evaluate the pros and cons of leaving a job and taking on a new opportunity somewhere else. If you decide to make a break, he helps you give proper notice, have the conversation with your boss, and say goodbye to your team. He also provides advice on taking advantage of the interim period between jobs to relax, refresh, and reflect.",Cannot be determined,,Score < threshold
,Publishing Sites with SharePoint 2013,"Learn how to easily author and publish sites the no-code way using SharePoint 2013. In this course you'll receive a high-level overview of the SharePoint publishing workflow and examine the three different publishing templates in action. Next, author Ron Davis reviews SharePoint's authoring capabilities, including video and branding features that allow you to truly customize your sites. Plus, get an introduction to cross-site publishing, which allows product-oriented sites to scale, and explore the benefits of managed navigation and analytics.",microsoft sharepoint,,0.9902867
,Creating Optimized Web Graphics,"Creating graphics is easy. But creating optimized web graphics that download quickly and look great on a variety of devices can be a chore. Learn the best file formats and production techniques to get great looking graphics every time, in this course with Brian Wood. Discover how compression affects image quality; learn the pros and cons of vectors vs. raster images, and JPGs over PNGs and GIFs; and find out how to optimize images for Retina displays.

These tutorials use programs like Photoshop, Illustrator, and Sketch, but the tips apply equally well to any other graphics software.",web design,,0.88954824
,Learning Facebook (2016),"Get a quick-start introduction to Facebook. Find friends and family and see what they're up to, and share your own thoughts and pictures—all without compromising your privacy online. Jess Stratton shows you how to build a Facebook account from scratch, fill out your timeline, and personalize your profile with a cover photo. You'll learn the lingo—friends, groups, chats, likes, comments, and more—and find out how to build your network. You'll also discover how to post status updates, tag friends, sort your news feed, and hide unwanted updates.

Plus, find out how to upload photos and video to Facebook, and get instructions for adjusting your privacy settings. Jess wraps up with tips for accessing Facebook from anywhere using your phone or tablet.",social media,,0.99208707
,Mobile Photography Weekly,"Mobile photography can mean everything from iPhone and Android snapshots to sophisticated image editing on a phone or tablet. Mobile Photography Weekly is the weekly series that covers it all, from Instagram to Photoshop Fix, from camera phone tripod mounts to add-on lenses. Tune in each Tuesday to learn a new tip or technique, discover new apps and add-ons, and get the most out of the mobile photography revolution.",photography,,0.9517359
,Building Your Marketing Technology Stack,"Digital marketing has been around for over 30 years, but marketers are only now starting to think of its components holistically. A marketing technology stack is the set of tools that your marketing team uses to plan, execute, and measure all aspects of your marketing objectives. With the explosion of new capabilities, vendors, and technologies in this space, it's more important than ever to carefully choose your components and build the stack that's right for your organization. In this course, Dave Booth walks you through a framework that examines the roles and benefits of each ""layer"" in the stack—acquisition through marketing and advertising, digital experiences and clickstream measurement, the back office functions, and analysis. Learn how these technologies can help you drive engagement, measure results, increase sales, and improve customer relationships.

NOTE: While specific software and platforms aren't endorsed, you will see how tools like a customer relationship management system and web analytics work in a successful marketing mix.","Business, Finance, and Accountancy",,0.48230094
,Creating Your Personal Brand,"Your personal brand is your reputation and legacy. A strong personal brand can lead to job and career opportunities. A weak personal brand leaves you liable to be passed by. In this course, personal branding expert Lida Citroën helps you identify what your personal brand is now and align it with the brand you want for yourself in the future. In the process, she helps you target the individuals or groups who have the opportunities you seek, strategize the marketing for your brand, and identify who you need to know and where to find them. She also helps you figure out how to portray your personal brand on social media outlets such as LinkedIn, Facebook, and YouTube. Plus, learn how to craft an elevator pitch for your personal brand so you can make a good impression even on short notice.",Soft Skills,,0.8007025
,Learning How to Increase Learner Engagement,"Engaged students become more active learners. Help set learners up for success by teaching in a more interactive and immersive way. In this course, professor and instructional designer Karl Kapp explores teaching strategies that engage learners and make learning stick—whether you're teaching face-to-face or in an online classroom setting. Explore different lesson formats and activities that increase cognitive engagement, knowledge retention, and collaboration. Dr. Kapp explores both time-tested and cutting-edge tools, including index cards and charts and digital tools such as wikis and blogs.",Soft Skills,,0.96602595
,Photoshop CC 2015 New Features,"Creative Cloud, Adobe's cloud-based subscription service, delivers the latest imaging innovations in Photoshop CC straight to your computer. Deke McClelland helps you get the most out of these new features and enhancements in this course, centered around changes in 2015 and beyond. New videos will be added every time Adobe releases an update.

To start, Deke covers the June 2015 release of Photoshop CC. Tune in and learn how to apply multiply strokes, drop shadows, and other effects to a single layer; work with the new Glyphs panel; trade dynamically linked assets via the Library panel; create multiple artboards in a single document; and preview your designs directly on a mobile device.",photoshop,,0.9828151
,Advertising Foundations,"Learn the fundamentals of effective advertising and marketing communications. Former NYC ad executive Jane Barratt provides an overview of the current media landscape, and the building blocks and relative costs of a basic advertising plan. She outlines the basic process of getting your message to market and provides tools to help you refine your market focus, define your customer profiles, and establish your overall media strategy. Whether you want to do it yourself, partner with ad agencies, or work in a corporate marketing department, this course will help you understand what the ad footprint of any company, regardless of size, needs to succeed.

Lynda.com is a PMI Registered Education Provider. This course qualifies for professional development units (PDUs). To view the activity and PDU details for this course, click here.

The PMI Registered Education Provider logo is a registered mark of the Project Management Institute, Inc.",sales & marketing,,0.92431664
,SharePoint: Creating No-Code Business Solutions with Composites,"Do you realize that you can solve dozens of common business problems, without writing a single line of code, using Microsoft SharePoint? With SharePoint Composites and some Office integration, you can combine data, documents, metadata, and workflows to solve day-to-day business problems without having to code or consult a developer—and quickly modify your solutions as business needs change.

So join Ron Davis as he shows how to get the most out of your SharePoint investment, with SharePoint Composites and some inventive sample business solutions. Ron shows how to gather requirements, use templates, create composites, integrate with Excel and other Office services, and implement solutions for a range of scenarios.",business,,0.5978747
,Creating HTML Layouts with InDesign,"Not only is HTML the language of the web, but it can also be used to create ebooks, mobile apps, and rich emails, and it can be embedded in other formats like DPS. This course will walk you through each of those options, help you decide which are right for your project, and show you best practices for successfully exporting your content and layouts to HTML so you can share it with the world. Author Justin Putney also introduces some inexpensive development options for mobile apps, and shows how to take your results from this course to the next level with CSS and JavaScript.",adobe indesign,,0.9139294
,Understanding Trade Secrets: A Deeper Dive,"What are trade secrets? How do companies protect them? How is trade secret law enforced? In this course, intellectual property lawyer Dana Robinson answers these questions and more. Find out how trade secrets can protect your idea from being stolen or disclosed and what is and isn't covered in a confidentiality or nondisclosure agreement (NDA). Learn what it means to misappropriate a trade secret and what employers can do to avoid liability.

Lynda.com is a PMI Registered Education Provider. This course qualifies for professional development units (PDUs). To view the activity and PDU details for this course, click here.

The PMI Registered Education Provider logo is a registered mark of the Project Management Institute, Inc.",trade,,0.9796897
,Gretchen Rubin on Creating Great Workplace Habits,"Gretchen Rubin on Creating Great Workplace Habits is a practical and focused approach on how to apply noted happiness and habits expert Gretchen Rubin's eye-opening research to the workplace. Gretchen explains the Four Tendencies individuals have and how they drive our habits, as illustrated in her book Better Than Before: What I Learned about Making and Breaking Habits—to Sleep More, Quit Sugar, Procrastinate Less, and Generally Build a Happier Life. She introduces practical strategies to create better work habits and tips for ongoing success. With these techniques, you can build the foundation for a happier, healthier, and more productive life.",Soft Skills,,0.46970505
,LinkedIn Mobile App Quick Start,"Learn how to use the LinkedIn mobile app to connect to opportunity on the go. In this short course, Brad Batesole shows how to navigate the app; send messages to contacts; search for connections, jobs, groups, and articles; refine your profile; and adjust privacy and other account settings.

Download the LinkedIn app from linkedin.com/mobile or the app store on your phone.","Art, Design & Media",,0.685345
,Migrating Access Databases to SQL Server,"At one point Access was adequate. But what happens when your database grows and you need more powerful tools? You can move it! Migration allows you to take advantage of SQL Server's advanced features, and maintain a link to the data in Access.

Watch this course to learn how to leverage what you already know to take that next step. Adam Wilbert reviews the basics of SQL Server Management Studio (SSMS) and introduces two workflows for migrating Access data: one using a simple export/import process and the other using the free SQL Server Migration Assistant (SSMA). He also shows how to convert Access to SQL data types, link Access to SQL data via an ODBC connection, and address special concerns for Access 2010 data.",sql server,,keyword match
,Twitter Essential Training (2015),"Learn how to use Twitter to find and engage with everyone from friends and business associates to celebrities and others. Author Jess Stratton explains the conventions and lingo of the microblogging platform, including tweets, retweets (RTs), Direct Messages (DMs), follows, mentions, hashtags, and more. She shows how to create an account, find people you know or who have shared interests, and write and read tweets, including tweets containing hashtags, images, links, and video. Plus, learn how to create lists of favorite tweets and use Twitter on the go on a mobile phone or tablet.",social media,,0.9806573
,Designing a SharePoint Taxonomy,"SharePoint can be a powerful tool to support documents and data in an organization, when sites are properly constructed. By implementing a taxonomy (aka a content categorization and storage schema), you can design a long-lasting SharePoint site structure that will serve users well for years to come. This course explains how to use different components—including metadata, folders, and customized libraries and lists—to build a maintainable SharePoint document and data management system. Author Gary Yeoman focuses on design techniques that improve the ease of use, management, and maintenance of your SharePoint sites, and enhance search and site performance.",microsoft sharepoint,,0.9947508
,Learning Product Photography,"Great product photography is essential for any online business. Whether you want to take photographs for your own store or start a new sideline, shoot with a smartphone, mirrorless camera, or high-powered DSLR, you'll benefit from these expert product photography tips. ""PhotoJoseph"" Linaschke covers the gear, lighting, and post-processing essentials you need to shoot products of all kinds. First, discover how to get the most out of the photo accessories you already own, work with a white seamless background, and incorporate props. Then learn about lighting, from small flashes to large strobes, and using reflectors and diffusers. Finally, get some tips to make your products look their best with photo editing software like Lightroom and Photoshop.

Need a refresher on the basics? Check out Joseph's Photography 101 series.",photography,,0.96839863
,Design the Web: Styling Form Elements,"Add your own style to HTML forms with CSS. This short course from Chris Converse's Design the Web series covers the basics of styling the color, font, and focus area of different form fields, as well as adding custom graphics to form layouts. Different browsers have their own artwork and indicators, but you can make a more consistent, personalized design in just a few steps. Download the free exercise files and start watching to learn how.",web design,,0.8626301
,Windows 10 New Features,"Windows 10 is here! Explore the core new features and improvements in Microsoft's newest operating system. Take a look at the Start menu, Task View, Snap Assist, and Continuum, which allows you to run the same apps on mobile Windows devices as your PC. Also see how the Cortana virtual assistant can help you find files and more, and check out the the Edge web browser's novel capabilities.",microsoft windows,,0.97806734
,The 5-Day Excel Challenge,"Take this fun and fast 5-day Excel challenge to test and build your Excel skills. The challenges are based on the questions that Excel expert Dennis Taylor encounters most often, and they grow progressively harder each day. For every challenge, Dennis offers a few different solutions, as well as useful time-saving shortcuts and tips.

The challenges will ask you to:
Generate a list of future datesClean up a list of employee dataCreate a dynamic chartCreate a pivot table to analyze sales dataMatch data across multiple lists

Starter and solution files for Excel 2010, 2013, 365, and Excel for Mac 2011 are provided in the exercise files, so you can follow along with your version of Excel.",microsoft office,,0.99794406
,Learning Art Direction,"The art director role is one that many designers aspire to. An art director is responsible for the overall vision of a design project: the concept, look, feel, imagery, messaging, and even editorial direction. It's an impressive and well-paid job—if you have the right qualifications. Understanding exactly what an art director does can help you plan your career and build the right skills. Bonnie Siegler is a designer and the art director of many high-profile and diverse projects. Here she walks members through what an art director (AD) is, how it differs from being a designer, and the skills needed to be a good AD. She finishes with two quick case studies from her own career (Frank Lloyd Wright Foundation and Newsweek) that show how exactly how an art director contributes to a project's success.","Art, Design & Media",,0.3858148
,Compositing Product Photography in Photoshop,"A product isn't always shot on its final background. In fact, product photography is often composited into existing scenes or advertising layouts in post. In this course, photographer and educator Seán Duggan details the considerations involved in creating a simple product photography composite with Photoshop, including working with lighting, shadows, and perspective to make the final composite look realistic. He also introduces some simple product photography tips to maximize your Photoshop compositing options, and some tricks for building a ""studio"" to shoot small-sized products at home.",photoshop,,0.5835206
,Inkscape Essential Training,"Create great vector graphics with Inkscape, the open-source illustration software. In this Inkscape tutorial, Mike Rankin, a design professional for over 20 years, covers everything from installing the software to outputting files for print and the web. Follow along to learn how to work with vector paths; draw shapes; add colors, patterns, and gradients to drawings; transform objects by scaling, rotating, and shearing; and creating special effects with Inkscape's nondestructive filters. Members don't need any prior experience with Illustrator or other drawing apps to get the most out of this course. Just download Inkscape and start following along.",Information Technology,,0.93125117
,Excel for Mac 2016: Advanced Formatting Techniques,"When it comes to Excel, appearances count. Get simple, powerful tips for making spreadsheet information more readable and understandable in Excel for Mac 2016. Dennis Taylor shows how to emphasize specific cells with fonts, borders, and color; adjust the positioning of cell contents; format numeric data quickly; use conditional formatting; and add style and readability to worksheets. You'll also learn how to add pictures to worksheets and discover power formatting techniques—such as shortcuts and a quick copy/paste technique—that take the drudgery out of formatting even the largest amounts of data.",microsoft office,,0.9992238
,InDesign CC 2015 New Features,"InDesign gets better every year. In 2015 Adobe is offering even more features and enhancements. This course is your tour of the latest and greatest, and will keep you up to date with new features as soon as they are released. Justin Seeley starts with the June 2015 update, featuring Creative Cloud Library integration, online publishing previews, paragraph shading, and more.

Check back often for new videos. The course will be refreshed every time Adobe releases a new update.",adobe indesign,,0.96801436
,Excel for Mac 2016: Shortcuts,"Become a more productive, efficient Excel user with this collection of tips and tricks—just for Mac. Curt Frye kicks off with his top 10 power shortcuts, and introduces techniques for controlling and customizing the user interface, managing workbooks and worksheets, and organizing, entering, and formatting data. He offers shortcuts for working with dates and times, creating and managing useful formulas, and summarizing data using charts and pivot tables. Find the solution you need to fix a specific problem or speed up a certain task, or watch all 60+ tips to become an Excel power user.",microsoft office,,0.99718755
,Outlook 2016: Time Management with Calendar and Tasks,"Learn how to use the robust calendar and task management capabilities of Outlook 2016 to manage your personal and professional schedules. Author Gini Courter explains the difference between Outlook tasks and to-do lists, and shows how to use Outlook 2016 to make appointments, complete tasks, and find and organize your high-priority items. She also shows how to use built-in and custom Quick Steps to automate common or repetitive tasks, and use flags to follow up on important tasks. With these tips and techniques, you'll spend less time planning your schedule, and more time working on what matters most.",time management,,0.77386
,Sales Management Foundations,"When sales forces are managed well, companies drive more revenue. In this course, marketing professor Drew Boyd explains what sales management is, why it is important, and how you can get the skills you need to become an outstanding sales manager and recruit, train, retain, and manage a high-performing sales team. He reveals how to motivate individual salespeople and teams with compensation and quotas. Last, he provides an overview of creating and managing sales territories, including sales forecasting and evaluation of territories' performance.",sales,,0.6785559
,Designing Growth Strategies,"Companies need to grow in order to attract and retain top talent, sustain competitive advantage, and create shareholder value. Drawing on his years of experience serving on the boards of several high-growth technology ventures as well as consulting for companies like GE, IBM, and Walmart, University of Maryland Professor Anil Gupta addresses why businesses need to grow to survive and explains why profitable growth is hard. Using a number of examples and mini-case studies, he outlines a framework for identifying high-potential growth opportunities, for assessing and choosing among them, and for implementing the chosen growth strategy. He also discusses the organizational and leadership requirements for creating a high-growth company.

Lynda.com is a PMI Registered Education Provider. This course qualifies for professional development units (PDUs). To view the activity and PDU details for this course, click here.

The PMI Registered Education Provider logo is a registered mark of the Project Management Institute, Inc.","Business, Finance, and Accountancy",,0.28465402
,Persuasive Selling,"Understanding how people think and behave is key to mastering the art of persuasion and an essential ingredient to any successful sale. In this course, Brian Ahearn draws on the work of social psychologists and behavioral economists to provide concrete, actionable items and transferrable ideas to each stage of the sales process. To begin, learn the eight psychological concepts that you can employ throughout the sales workflow: reciprocity, liking, social proof, authority, consistency, scarcity, compare/contrast, and because. Next, learn how these concepts play a role in the early stages of the sales cycle, as well as how they can help you realize the qualities of your ideal client, deliver presentations, handle objections, negotiate, close, and ask for referrals. Lastly, learn how to grow from each sale and continuously refine your approach.

Lynda.com is a PMI Registered Education Provider. This course qualifies for professional development units (PDUs). To view the activity and PDU details for this course, click here.

The PMI Registered Education Provider logo is a registered mark of the Project Management Institute, Inc.",soft skills,,0.9742799
,Focus on Your Skills,"Family law expert Randy Kessler speaks about how to build teams with complementary skills that builds cohesion into accomplishing goals. By focusing on what you're good at and finding complementary skills within the team, the outcomes are much more powerful and successful.",legal,,0.9612248
